Fusion Name,Gene 1,Gene 2,Profile ID,Total Reads Supporting Fusion,Total Fusion Coverage,FFPM,Split Reads 1,Split Reads 2,Discordant Mates,Strand 1,Strand 2,Reading Frame
LRRC8C--LRRC8C,LRRC8C,LRRC8C,PR-f4mRi7,3,25,0.0435583166365836,2,0,1,+/+,+/-,.
LTN1--USP16,USP16,LTN1,PR-f4mRi7,62,343,0.9002052104893944,24,10,28,+/+,-/+,out-of-frame
MUC15--SLC5A12,SLC5A12,MUC15,PR-f4mRi7,102,338,1.4809827656438423,24,32,46,-/-,-/-,in-frame
MYLK--SVEP1,SVEP1,MYLK,PR-f4mRi7,3,35,0.0435583166365836,1,2,0,-/-,-/-,.
NME1--NME2,NME2,NME1,PR-f4mRi7,9,37599,0.1306749499097508,5,1,3,+/+,+/+,in-frame
NPLOC4--NPLOC4,NPLOC4,NPLOC4,PR-f4mRi7,179,1290,2.5989795593161547,65,102,12,-/-,-/-,in-frame
PACS1--RTN3,RTN3,PACS1,PR-f4mRi7,433,3703,6.286917034546899,89,57,287,+/+,+/+,out-of-frame
PHF20--POLR3G,PHF20,POLR3G,PR-f4mRi7,16,162,0.2323110220617792,8,0,8,+/+,+/+,out-of-frame
PHF24--SDHAF3,SDHAF3,PHF24,PR-f4mRi7,14,37,0.2032721443040568,1,2,11,+/+,+/+,.
PHF24--SDHAF3,SDHAF3,PHF24,PR-f4mRi7,19,437,0.2758693386983628,5,4,10,+/+,+/+,out-of-frame
PHF24--SDHAF3,SDHAF3,PHF24,PR-f4mRi7,13,72,0.1887527054251956,0,3,10,+/+,+/+,stop-codon
PLOD2--PLSCR4,PLOD2,PLSCR4,PR-f4mRi7,25,1031,0.36298597197153,8,8,9,-/-,-/-,out-of-frame
RNF185--SMTN,RNF185,SMTN,PR-f4mRi7,22,699,0.3194276553349464,6,6,10,+/+,+/+,out-of-frame
RNF185--SMTN,RNF185,SMTN,PR-f4mRi7,2,1741,0.0290388777577224,1,1,0,+/+,+/+,stop-codon
SHISAL1--TBC1D22A,TBC1D22A,SHISAL1,PR-f4mRi7,5,113,0.072597194394306,1,3,1,+/+,-/+,out-of-frame
SORD--TERB2,SORD,TERB2,PR-f4mRi7,42,788,0.6098164329121704,8,13,21,+/+,+/+,in-frame
SORD--TERB2,SORD,TERB2,PR-f4mRi7,133,2996,1.9310853708885396,18,17,98,+/+,+/+,out-of-frame
SOX6--SOX6,SOX6,SOX6,PR-f4mRi7,3,97,0.0435583166365836,1,2,0,-/-,-/-,out-of-frame
TMEM132E--ZNF274,ZNF274,TMEM132E,PR-f4mRi7,141,293,2.047240881919429,42,43,56,+/+,+/-,out-of-frame
TUBB2A--TUBB4B,TUBB4B,TUBB2A,PR-f4mRi7,4,36181,0.0580777555154448,1,1,2,+/+,-/-,in-frame
